iata,name,country,latitude,longitude
SDL,Sundsvall-Härnösand Airport,SE,62.528099,17.443899
SDN,"Sandane Airport, Anda",NO,61.830002,6.105830
SDP,Sand Point Airport,US,55.313908,-160.522099
SDQ,Las Américas International Airport,DO,18.429701,-69.668900
SDR,Seve Ballesteros-Santander Airport,ES,43.427101,-3.820010
SDS,Sado Airport,JP,38.060200,138.414001
SDU,Santos Dumont Airport,BR,-22.910397,-43.162820
SDW,Sindhudurg Airport,IN,16.002552,73.529846
SDY,Sidney - Richland Regional Airport,US,47.705141,-104.194422
SEA,Seattle–Tacoma International Airport,US,47.447943,-122.310276
SEB,Sabha Airport,LY,26.992452,14.466162
SEK,Srednekolymsk Airport,RU,67.480500,153.736400
SEN,London Southend Airport,GB,51.570562,0.693627
SET,Santa Magalhães Airport,BR,-8.061433,-38.328888
SEU,Seronera Airport,TZ,-2.458060,34.822498
SEZ,Seychelles International Airport,SC,-4.674340,55.521801
SFA,Sfax Thyna International Airport,TN,34.717999,10.691000
SFB,Orlando Sanford International Airport,US,28.774277,-81.234626
SFC,St-François Airport,GP,16.257799,-61.262501
SFG,Grand Case-l'Espérance Airport,MF,18.100057,-63.047444
SFJ,Kangerlussuaq International Airport,GL,67.010446,-50.715294
SFL,São Filipe Airport,CV,14.885000,-24.480000
SFN,Sauce Viejo Airport,AR,-31.711700,-60.811700
SFO,San Francisco International Airport,US,37.619806,-122.374821
SFS,Subic Bay International Airport / Naval Air Station Cubi Point,PH,14.794833,120.271883
SFT,Skellefteå Airport,SE,64.624802,21.076900
SGC,Surgut International Airport,RU,61.340501,73.405782
SGD,Sønderborg Airport,DK,54.964401,9.791730
SGF,Springfield Branson National Airport,US,37.245047,-93.388596
SGG,Sermiligaaq Heliport,GL,65.905920,-36.378254
SGN,Tan Son Nhat International Airport,VN,10.818800,106.652000
SGO,St George Airport,AU,-28.049700,148.595001
SGU,St George Regional Airport,US,37.036389,-113.510306
SGY,Skagway Airport,US,59.460343,-135.316651
SHA,Shanghai Hongqiao International Airport,CN,31.198104,121.334260
SHB,Nakashibetsu Airport,JP,43.577499,144.960007
SHC,Shire Inda Selassie Airport,ET,14.075699,38.273592
SHD,Shenandoah Valley Regional Airport,US,38.263802,-78.896400
SHE,Shenyang Taoxian International Airport,CN,41.639800,123.483668
SHF,Shihezi Huayuan Airport,CN,44.242100,85.890500
SHG,Shungnak Airport,US,66.888100,-157.162003
SHH,Shishmaref Airport,US,66.249604,-166.089112
SHI,Shimojishima Airport,JP,24.826700,125.144997
SHJ,Sharjah International Airport,AE,25.328600,55.517200
SHL,Shillong Airport,IN,25.703600,91.978699
SHM,Nanki Shirahama Airport,JP,33.662201,135.363998
SHO,King Mswati III International Airport,SZ,-26.358611,31.716944
SHR,Sheridan County Airport,US,44.769199,-106.980003
SHS,Jingzhou Shashi Airport,CN,30.292810,112.448540
SHV,Shreveport Regional Airport,US,32.444747,-93.826741
SHW,Sharurah Domestic Airport,SA,17.466900,47.121399
SHY,Shinyanga Airport,TZ,-3.609300,33.503500
SID,Amílcar Cabral International Airport,CV,16.741400,-22.949400
SIF,Simara Airport,NP,27.159803,84.980021
SIG,Fernando Luis Ribas Dominicci Airport,PR,18.456800,-66.098099
SIH,Silgadi Doti Airport,NP,29.262226,80.935968
SIN,Singapore Changi Airport,SG,1.350190,103.994003
SIS,Sishen Airport,ZA,-27.648600,22.999300
SIT,Sitka Rocky Gutierrez Airport,US,57.047100,-135.362000
SJC,Mineta San Jose International Airport,US,37.362452,-121.929188
SJD,Los Cabos International Airport,MX,23.151919,-109.720731
SJE,Jorge E. Gonzalez Torres Airport,CO,2.579690,-72.639400
SJI,San Jose Airport,PH,12.361500,121.046997
SJJ,Sarajevo International Airport,BA,43.824600,18.331499
SJK,Professor Urbano Ernesto Stumpf Airport,BR,-23.229200,-45.861500
SJL,São Gabriel da Cachoeira Airport,BR,-0.148350,-66.985500
SJO,Juan Santamaría International Airport,CR,9.993860,-84.208801
SJP,Prof. Eribelto Manoel Reino State Airport,BR,-20.817113,-49.406963
SJT,San Angelo Regional Mathis Field,US,31.357700,-100.496002
SJU,Luis Munoz Marin International Airport,PR,18.439400,-66.001801
SJW,Shijiazhuang Zhengding International Airport,CN,38.280701,114.696999
SJZ,São Jorge Airport,PT,38.665501,-28.175800
SKB,Robert L. Bradshaw International Airport,KN,17.310845,-62.719117
SKD,Samarkand International Airport,UZ,39.701842,66.981467
SKG,Thessaloniki Macedonia International Airport,GR,40.519280,22.970009
SKH,Surkhet Airport,NP,28.586000,81.636002
SKK,Shaktoolik Airport,US,64.371101,-161.223999
SKN,"Stokmarknes Airport, Skagen",NO,68.578827,15.033417
SKO,Sadiq Abubakar III International Airport,NG,12.915729,5.207547
SKP,Skopje International Airport,MK,41.958087,21.622581
SKT,Sialkot International Airport,PK,32.535941,74.364623
SKU,Skiros Airport,GR,38.967602,24.487200
SKX,Saransk International Airport,RU,54.125130,45.212257
SKZ,Begum Nusrat Bhutto International Airport Sukkur,PK,27.722000,68.791702
SLA,Martín Miguel de Güemes International Airport,AR,-24.856001,-65.486198
SLC,Salt Lake City International Airport,US,40.788860,-111.979866
SLD,Sliač Airport,SK,48.637798,19.134100
SLE,Salem-Willamette Valley Airport/McNary Field,US,44.909500,-123.002998
SLH,Sola Airport,VU,-13.851700,167.537003
SLI,Solwesi Airport,ZM,-12.173700,26.365101
SLK,Adirondack Regional Airport,US,44.386910,-74.204629
SLL,Salalah International Airport,OM,17.038700,54.091301
SLM,Salamanca Airport,ES,40.952099,-5.501990
SLN,Salina Municipal Airport,US,38.791000,-97.652199
SLP,Ponciano Arriaga International Airport,MX,22.262026,-100.935692
SLQ,Sleetmute Airport,US,61.700500,-157.166000
SLU,George F. L. Charles Airport,LC,14.020200,-60.992901
SLW,Plan de Guadalupe International Airport,MX,25.537860,-100.928346
SLX,Salt Cay Airport,TC,21.333000,-71.199997
SLY,Salekhard Airport,RU,66.590797,66.611000
SLZ,Marechal Cunha Machado International Airport,BR,-2.586386,-44.235008
SMA,Santa Maria Airport,PT,36.971401,-25.170601
SMF,Sacramento International Airport,US,38.695400,-121.591003
SMI,Samos Airport,GR,37.689999,26.911699
SMK,St Michael Airport,US,63.490101,-162.110001
SML,Stella Maris Airport,BS,23.582317,-75.268621
SMN,Lemhi County Airport,US,45.122233,-113.881960
SMQ,Sampit (H.Asan) Airport,ID,-2.499198,112.974987
SMR,Simón Bolívar International Airport,CO,11.119600,-74.230600
SMS,Sainte Marie Airport,MG,-17.093901,49.815800
SMT,Adolino Bedin Regional Airport,BR,-12.479177,-55.672341
SMW,Smara Airport,EH,26.731987,-11.683655
SMX,Santa Maria Public Airport Captain G Allan Hancock Field,US,34.898899,-120.457001
SNA,John Wayne Orange County International Airport,US,33.675063,-117.869281
SNB,Snake Bay Airport,AU,-11.417674,130.648481
SNC,General Ulpiano Paez International Airport,EC,-2.210057,-80.985067
SNE,Preguiça Airport,CV,16.588852,-24.284132
SNN,Shannon Airport,IE,52.702000,-8.924820
SNO,Sakon Nakhon Airport,TH,17.195101,104.119003
SNP,St Paul Island Airport,US,57.166311,-170.222555
SNU,Abel Santamaria International Airport,CU,22.492215,-79.943119
SNV,Santa Elena de Uairén Airport,VE,4.554699,-61.145234
SNW,Thandwe Airport,MM,18.460699,94.300102
SNX,Semnan Municipal Airport,IR,35.591099,53.495098
SOB,Hévíz–Balaton Airport,HU,46.686391,17.159084
SOC,Adisoemarmo International Airport,ID,-7.516044,110.757492
SOD,Sorocaba Airport,BR,-23.478001,-47.490002
SOF,Sofia Airport,BG,42.696357,23.417671
SOG,"Sogndal Airport, Haukåsen",NO,61.156101,7.137780
SOJ,Sørkjosen Airport,NO,69.786797,20.959400
SOM,San Tomé Airport,VE,8.945147,-64.151085
SON,Santo Pekoa International Airport,VU,-15.505000,167.220001
SOQ,Domine Eduard Osok Airport,ID,-0.894000,131.287000
SOU,Southampton Airport,GB,50.950298,-1.356800
SOV,Seldovia Airport,US,59.442981,-151.705227
SOW,Show Low Regional Airport,US,34.264062,-110.007091
SOY,Stronsay Airport,GB,59.155300,-2.641390
SPB,Charlotte Amalie Harbor Seaplane Base,VI,18.338204,-64.939675
SPC,La Palma Airport,ES,28.626499,-17.755600
SPD,Saidpur Airport,BD,25.759199,88.908897
SPI,Abraham Lincoln Capital Airport,US,39.844101,-89.677902
SPN,Saipan International Airport,MP,15.119384,145.728848
SPP,Menongue Airport,AO,-14.657600,17.719801
SPR,John Greif II Airport,BZ,17.913900,-87.971100
SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,US,33.988800,-98.491898
SPU,Split Saint Jerome Airport,HR,43.538898,16.298000
SPX,Sphinx International Airport,EG,30.108179,30.895728
SPY,San Pedro Airport,CI,4.746720,-6.660820
SQD,Shangrao Sanqingshan Airport,CN,28.379700,117.964300
SQG,Tebelian Airport,ID,-0.045214,111.458049
SQJ,Sanming Shaxian Airport,CN,26.426300,117.833600
SQL,San Carlos Airport,US,37.513130,-122.250838
SRA,Luis Alberto Lehr Airport,BR,-27.906580,-54.520628
SRE,Alcantarí International Airport,BO,-19.246835,-65.149611
SRG,Jenderal Ahmad Yani Airport,ID,-6.970732,110.373244
SRK,Siorapaluk Heliport,GL,77.786517,-70.638657
SRL,Palo Verde Airport,MX,27.092700,-112.098500
SRP,"Stord Airport, Sørstokken",NO,59.791901,5.340850
SRQ,Sarasota Bradenton International Airport,US,27.394631,-82.554359
SRT,Soroti Airport,UG,1.727690,33.622799
SRV,Stony River 2 Airport,US,61.789700,-156.589005
SRY,Sari Dasht-e Naz International Airport,IR,36.644408,53.188761
SRZ,El Trompillo Airport,BO,-17.811600,-63.171501
SSA,Deputado Luiz Eduardo Magalhães International Airport,BR,-12.908611,-38.322498
SSB,Christiansted Harbor Seaplane Base,VI,17.747908,-64.707928
SSG,Malabo International Airport,GQ,3.755270,8.708720
SSH,Sharm El Sheikh International Airport,EG,27.977272,34.394717
SSJ,"Sandnessjøen Airport, Stokka",NO,65.956802,12.468900
SSR,Sara Airport,VU,-15.470800,168.151993
SST,Santa Teresita Airport,AR,-36.542300,-56.721800
SSW,Stuart Island Airpark,US,48.673379,-123.175439
SSY,Mbanza Congo Airport,AO,-6.269900,14.247000
STC,Saint Cloud Regional Airport,US,45.546600,-94.059898
STD,Mayor Buenaventura Vivas International Airport,VE,7.565380,-72.035103
STG,St George Airport,US,56.577345,-169.663823
STI,Cibao International Airport,DO,19.404060,-70.604431
STL,St. Louis Lambert International Airport,US,38.748697,-90.370003
STM,Santarém - Maestro Wilson Fonseca International Airport,BR,-2.422423,-54.793060
STN,London Stansted Airport,GB,51.884998,0.235000
STR,Stuttgart Airport,DE,48.689899,9.221960
STS,Charles M. Schulz Sonoma County Airport,US,38.508999,-122.813003
STT,Cyril E. King Airport,VI,18.337091,-64.977251
STV,Surat International Airport,IN,21.115531,72.743251
STW,Stavropol Shpakovskoye Airport,RU,45.109200,42.112801
STX,Henry E. Rohlsen Airport,VI,17.701413,-64.802608
SUB,Juanda International Airport,ID,-7.379830,112.787003
SUF,Lamezia Terme Sant'Eufemia International Airport,IT,38.906214,16.246007
SUG,Surigao Airport,PH,9.755838,125.480947
SUI,Vladislav Ardzinba Sukhum International Airport,GE,42.858200,41.128101
SUJ,Satu Mare International Airport,RO,47.703300,22.885700
SUK,Sakkyryr Airport,RU,67.792000,130.394000
SUN,Friedman Memorial Airport,US,43.504398,-114.295998
SUR,Summer Beaver Airport,CA,52.708599,-88.541901
SUV,Nausori International Airport,FJ,-18.044226,178.561486
SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,US,42.397605,-96.382237
SUY,Suntar Airport,RU,62.185001,117.635002
SVA,Savoonga Airport,US,63.686401,-170.492996
SVB,Sambava Airport,MG,-14.278600,50.174702
SVC,Grant County Airport,US,32.636701,-108.154736
SVD,Argyle International Airport,VC,13.159725,-61.148801
SVG,"Stavanger Airport, Sola",NO,58.876701,5.637780
SVI,Eduardo Falla Solano Airport,CO,2.152170,-74.766300
SVJ,"Svolvær Airport, Helle",NO,68.243301,14.669200
SVL,Savonlinna Airport,FI,61.943100,28.945101
SVO,Sheremetyevo International Airport,RU,55.976858,37.411210
SVQ,Seville Airport,ES,37.417999,-5.893110
SVR,Savissivik Heliport,GL,76.018613,-65.117683
SVS,Stevens Village Airport,US,66.016727,-149.056835
SVU,Savusavu Airport,FJ,-16.803394,179.340587
SVX,Koltsovo Airport,RU,56.743099,60.802700
SVZ,Juan Vicente Gómez International Airport,VE,7.840809,-72.439878
SWA,Jieyang Chaoshan International Airport,CN,23.552000,116.503300
SWF,New York Stewart International Airport,US,41.504210,-74.108901
SWL,San Vicente Airport,PH,10.524298,119.272899
SWO,Stillwater Regional Airport,US,36.162132,-97.085581
SWQ,Sultan Muhammad Kaharuddin III Airport,ID,-8.489040,117.412003
SWX,Shakawe Airport,BW,-18.373899,21.832600
SXB,Strasbourg Airport,FR,48.538300,7.628230
SXK,Mathilda Batlayeri Airport,ID,-7.848354,131.337068
SXM,Princess Juliana International Airport,SX,18.041000,-63.108898
SXP,Nunam Iqua Airport,US,62.520599,-164.848006
SXR,Srinagar International Airport,IN,33.987099,74.774200
SYB,Seal Bay Seaplane Base,US,58.373291,-152.201797
SYD,Sydney Kingsford Smith International Airport,AU,-33.946098,151.177002
SYF,Silva Bay Seaplane Base,CA,49.151000,-123.698000
SYM,Pu'er Simao Airport,CN,22.793301,100.959000
SYO,Shonai Airport,JP,38.812199,139.787003
SYQ,Tobías Bolaños International Airport,CR,9.957050,-84.139801
SYR,Syracuse Hancock International Airport,US,43.111198,-76.106300
SYS,Saskylakh Airport,RU,71.927902,114.080002
SYU,Warraber Island Airport,AU,-10.208300,142.824997
SYX,Sanya Phoenix International Airport,CN,18.302900,109.412003
SYY,Stornoway Airport,GB,58.215599,-6.331110
SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.539200,52.589802
SZA,Soyo Airport,AO,-6.141090,12.371800
SZB,Sultan Abdul Aziz Shah International Airport,MY,3.130580,101.549004
SZE,Semera Airport,ET,11.787500,40.991500
SZF,Samsun-Çarşamba Airport,TR,41.253988,36.567546
SZG,Salzburg Airport,AT,47.793301,13.004300
SZH,Shuozhou Zirun Airport,CN,39.273241,112.691552
SZI,Zaysan Airport,KZ,47.487491,84.887675
SZK,Skukuza Airport,ZA,-24.960850,31.588587
SZX,Shenzhen Bao'an International Airport,CN,22.639474,113.803262
SZY,Olsztyn-Mazury Airport,PL,53.481899,20.937700
SZZ,Solidarity Szczecin–Goleniów Airport,PL,53.584702,14.902200
TAB,A.N.R. Robinson International Airport,TT,11.149571,-60.831298
TAC,Daniel Z. Romualdez Airport,PH,11.227761,125.027783
TAE,Daegu International Airport,KR,35.894394,128.656989
TAG,Bohol-Panglao International Airport,PH,9.573045,123.770143
TAH,Whitegrass Airport,VU,-19.455099,169.223999
TAI,Taiz International Airport,YE,13.686000,44.139099
TAK,Takamatsu Airport,JP,34.214963,134.015454
TAL,Ralph M Calhoun Memorial Airport,US,65.174400,-152.108994
TAM,General Francisco Javier Mina International Airport,MX,22.292622,-97.867058
TAO,Qingdao Jiaodong International Airport,CN,36.361953,120.088171
TAP,Tapachula International Airport,MX,14.794549,-92.369871
TAS,Tashkent International Airport,UZ,41.257900,69.281197
TAT,Poprad-Tatry Airport,SK,49.070994,20.241394
TAY,Tartu Airport,EE,58.307438,26.686473
TAZ,Dashoguz International Airport,TM,41.759853,59.836149
TBB,Dong Tac Airport,VN,13.049600,109.334000
TBG,Tabubil Airport,PG,-5.280471,141.227576
TBH,Tugdan Airport,PH,12.311000,122.084999
TBI,New Bight Airport,BS,24.315300,-75.452301
TBJ,Tabarka-Aïn Draham International Airport,TN,36.980000,8.876940
TBM,Tumbang Samba Airport,ID,-1.469024,113.080984
TBN,Waynesville-St. Robert Regional Airport-Forney Field,US,37.741600,-92.140701
TBO,Tabora Airport,TZ,-5.076390,32.833302
TBP,Captain Pedro Canga Rodríguez International Airport,PE,-3.552074,-80.381086
TBS,Tbilisi International Airport,GE,41.669201,44.954700
TBT,Tabatinga International Airport,BR,-4.255670,-69.935799
TBU,Fua'amotu International Airport,TO,-21.241438,-175.149164
TBZ,Tabriz International Airport,IR,38.133900,46.235001
TCA,Tennant Creek Airport,AU,-19.634399,134.182999
TCB,Treasure Cay Airport,BS,26.745300,-77.391296
TCD,Tarapacá Airport,CO,-2.895802,-69.749762
TCG,Tacheng Qianquan Airport,CN,46.672501,83.340797
TCO,La Florida Airport,CO,1.814420,-78.749200
TCP,Taba International Airport,EG,29.594496,34.775752
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,PE,-18.053301,-70.275803
TCR,Tuticorin Airport,IN,8.724241,78.025803
TCT,Takotna Airport,US,62.993206,-156.029026
TCZ,Tengchong Tuofeng Airport,CN,24.938056,98.485833
TDD,Teniente Av. Jorge Henrich Arauz Airport,BO,-14.818700,-64.917999
TDK,Taldykorgan Airport,KZ,45.122550,78.442758
TDS,Sasereme Airport,PG,-7.621700,142.868000
TDX,Trat Airport,TH,12.274600,102.319000
TEB,Teterboro Airport,US,40.850101,-74.060799
TEE,Cheikh Larbi Tébessi Airport,DZ,35.431599,8.120720
TEK,Tatitlek Airport,US,60.871449,-146.690297
TEN,Tongren Fenghuang Airport,CN,27.883333,109.308889
TEQ,Tekirdağ Çorlu Airport,TR,41.138199,27.919100
TER,Lajes Airport,PT,38.761799,-27.090799
TET,Tete Airport,MZ,-16.104799,33.640202
TEX,Telluride Regional Airport,US,37.953800,-107.907997
TEZ,Tezpur Airport,IN,26.709101,92.784698
TFF,Tefé Airport,BR,-3.382940,-64.724098
TFI,Tufi Airport,PG,-9.075954,149.319839
TFN,Tenerife Norte-Ciudad de La Laguna Airport,ES,28.482752,-16.341707
TFS,Tenerife Sur Airport,ES,28.044500,-16.572500
TFU,Chengdu Tianfu International Airport,CN,30.312520,104.441284
TGD,Podgorica Airport / Podgorica Golubovci Airbase,ME,42.359402,19.251900
TGG,Sultan Mahmud Airport,MY,5.382640,103.102997
TGH,Tongoa Airport,VU,-16.891100,168.550995
TGJ,Tiga Airport,NC,-21.096407,167.803790
TGM,Târgu Mureş Transilvania International Airport,RO,46.467701,24.412500
TGO,Tongliao Airport,CN,43.556702,122.199997
TGQ,Tangará da Serra Airport,BR,-14.662000,-57.443744
TGR,Touggourt Sidi Madhi Airport,DZ,33.067799,6.088670
TGT,Tanga Airport,TZ,-5.092360,39.071201
TGU,Toncontín Airport,HN,14.060900,-87.217201
TGZ,Angel Albino Corzo International Airport,MX,16.561611,-93.025731
THD,Tho Xuan Airport,VN,19.901667,105.467778
THE,Senador Petrônio Portela Airport,BR,-5.060250,-42.823712
THG,Thangool Airport,AU,-24.494863,150.577967
THL,Tachileik Airport,MM,20.483801,99.935402
THN,Trollhättan-Vänersborg Airport,SE,58.318100,12.345000
THO,Þórshöfn Airport,IS,66.218459,-15.334739
THQ,Tianshui Maijishan Airport,CN,34.560100,105.860343
THR,Mehrabad International Airport,IR,35.689175,51.314392
THS,Sukhothai Airport,TH,17.238001,99.818199
THX,Turukhansk Airport,RU,65.797203,87.935303
TIA,Tirana International Airport Mother Teresa,AL,41.414700,19.720600
TIE,Tippi Airport,ET,7.202400,35.415000
TIF,Taif International Airport,SA,21.484739,40.544074
TIH,Tikehau Airport,PF,-15.119600,-148.231003
TIJ,General Abelardo L. Rodriguez International Airport,MX,32.541043,-116.969976
TIM,Mozes Kilangin Airport,ID,-4.529780,136.887388
TIN,Tindouf Airport,DZ,27.700399,-8.167100
TIQ,Francisco Manglona Borja / Tinian International Airport,MP,14.999207,145.619355
TIR,Tirupati International Airport,IN,13.631988,79.539869
TIU,Timaru Airport,NZ,-44.302799,171.225006
TIV,Tivat Airport,ME,42.404701,18.723301
TIW,Tacoma Narrows Airport,US,47.267407,-122.577295
TIZ,Tari Airport,PG,-5.845000,142.947998
TJA,Capitan Oriel Lea Plaza Airport,BO,-21.555700,-64.701302
TJG,Warukin Airport,ID,-2.216560,115.435997
TJH,Konotori Tajima Airport,JP,35.512798,134.787003
TJK,Tokat Airport,TR,40.324720,36.390560
TJL,Plínio Alarcom Airport,BR,-20.752643,-51.682026
TJM,Roshchino International Airport,RU,57.178984,65.327696
TJQ,H A S Hanandjoeddin International Airport,ID,-2.744109,107.754535
TJS,Tanjung Harapan Airport,ID,2.838139,117.374584
TJU,Kulob International Airport,TJ,37.988098,69.805000
TKD,Takoradi Airport,GH,4.896060,-1.774760
TKE,Tenakee Seaplane Base,US,57.779701,-135.218002
TKF,Truckee Tahoe Airport,US,39.318628,-120.140562
TKG,Radin Inten II International Airport,ID,-5.246803,105.182531
TKJ,Tok Junction Airport,US,63.329498,-142.953995
TKK,Chuuk International Airport,FM,7.461870,151.843002
TKM,Taksimo Airport,RU,56.361668,114.930000
TKN,Tokunoshima Airport,JP,27.836382,128.881356
TKP,Takapoto Airport,PF,-14.709500,-145.246002
TKQ,Kigoma Airport,TZ,-4.886200,29.670900
TKS,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,JP,34.132559,134.607816
TKU,Turku Airport,FI,60.514099,22.262800
TKV,Tatakoto Airport,PF,-17.355226,-138.447340
TKX,Takaroa Airport,PF,-14.455800,-145.024994
TLA,Teller Airport,US,65.240402,-166.339005
TLC,Adolfo López Mateos International Airport,MX,19.336900,-99.565830
TLE,Toliara Airport,MG,-23.383400,43.728500
TLH,Tallahassee International Airport,US,30.401209,-84.354330
TLI,Sultan Bantilan Airport,ID,1.123428,120.793658
TLL,Lennart Meri Tallinn Airport,EE,59.413246,24.832640
TLM,Zenata – Messali El Hadj Airport,DZ,35.012732,-1.457117
TLN,Toulon-Hyères Airport,FR,43.097301,6.146030
TLQ,Turpan Jiaohe Airport,CN,43.030800,89.098700
TLS,Toulouse-Blagnac Airport,FR,43.629101,1.363820
TLT,Tuluksak Airport,US,61.086973,-160.922842
TLU,Golfo de Morrosquillo Airport,CO,9.509450,-75.585400
TLV,Ben Gurion International Airport,IL,32.011398,34.886700
TLY,Plastun Airport,RU,44.814999,136.292007
TMC,Tambolaka Airport,ID,-9.409224,119.242558
TME,Gustavo Vargas Airport,CO,6.451080,-71.760300
TMF,Thimarafushi Airport,MV,2.211000,73.153300
TMG,Tomanggong Airport,MY,5.402570,118.657630
TMH,Tanah Merah Airport,ID,-6.096690,140.303521
TMI,Tumling Tar Airport,NP,27.315001,87.193298
TMJ,Termez Airport,UZ,37.287261,67.311869
TML,Yakubu Tali International Airport,GH,9.553909,-0.866060
TMM,Toamasina Ambalamanasy Airport,MG,-18.113537,49.392262
TMP,Tampere-Pirkkala Airport,FI,61.414101,23.604401
TMR,Aguenar – Hadj Bey Akhamok Airport,DZ,22.810992,5.450832
TMS,São Tomé International Airport,ST,0.378175,6.712150
TMT,Trombetas Airport,BR,-1.489600,-56.396801
TMW,Tamworth Airport,AU,-31.077898,150.845484
TMX,Timimoun Airport,DZ,29.237101,0.276033
TNA,Jinan Yaoqiang International Airport,CN,36.857201,117.216003
TNC,Tin City Long Range Radar Station Airport,US,65.563103,-167.921997
TND,Alberto Delgado Airport,CU,21.788300,-79.997200
TNE,New Tanegashima Airport,JP,30.605101,130.990997
TNG,Tangier Ibn Battuta Airport,MA,35.731741,-5.921459
TNH,Tonghua Sanyuanpu Airport,CN,42.048435,125.733963
TNJ,Raja Haji Fisabilillah International Airport,ID,0.923970,104.533410
TNK,Tununak Airport,US,60.569638,-165.246649
TNN,Tainan International Airport / Tainan Air Base,TW,22.950399,120.206001
TNR,Ivato International Airport,MG,-18.796900,47.478802
TOD,Tioman Airport,MY,2.818180,104.160004
TOE,Tozeur Nefta International Airport,TN,33.939701,8.110560
TOF,Tomsk Kamov Airport,RU,56.380299,85.208298
TOG,Togiak Airport,US,59.052799,-160.397003
TOL,Eugene F. Kranz Toledo Express Airport,US,41.586800,-83.807800
TOM,Tombouktou Airport,ML,16.730499,-3.007580
TOS,Tromsø Airport,NO,69.683296,18.918900
TOU,Touho Airport,NC,-20.790127,165.259524
TOW,Toledo - Luiz Dalcanale Filho Municipal Airport,BR,-24.686300,-53.697498
TOY,Toyama Kitokito Airport,JP,36.648416,137.187359
TPA,Tampa International Airport,US,27.975500,-82.533203
TPE,Taiwan Taoyuan International Airport,TW,25.077700,121.233002
TPI,Tapini Airport,PG,-8.356667,146.989167
TPJ,Taplejung Airport,NP,27.350900,87.695250
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,PE,-6.508740,-76.373199
TPQ,Amado Nervo National Airport,MX,21.419833,-104.842472
TPS,Vincenzo Florio Airport Trapani-Birgi,IT,37.911400,12.488000
TQA,Tasiusaq Heliport,GL,73.373055,-56.060280
TQI,Tiniteqilaaq Heliport,GL,65.892027,-37.783409
TQO,Felipe Carrillo Puerto International Airport Tulum,MX,20.172098,-87.660272
TQR,San Domino Island Heliport,IT,42.117775,15.490655
TRA,Tarama Airport,JP,24.653793,124.675453
TRC,Francisco Sarabia Tinoco International Airport,MX,25.562265,-103.404608
TRD,"Trondheim Airport, Værnes",NO,63.457802,10.924000
TRE,Tiree Airport,GB,56.499199,-6.869170
TRF,"Sandefjord Airport, Torp",NO,59.186699,10.258600
TRG,Tauranga Airport,NZ,-37.671902,176.195999
TRI,Tri-Cities Regional TN/VA Airport,US,36.475201,-82.407401
TRK,Juwata International Airport / Suharnoko Harbani AFB,ID,3.325145,117.564169
TRN,Turin Airport,IT,45.200802,7.649630
TRR,China Bay Airport,LK,8.539159,81.181280
TRS,Trieste Airport,IT,45.827862,13.466672
TRT,Toraja Airport,ID,-3.184359,119.919104
TRU,Capitán FAP Carlos Martínez de Pinillos International Airport,PE,-8.082382,-79.108821
TRV,Thiruvananthapuram International Airport,IN,8.481889,76.920029
TRW,Bonriki International Airport,KI,1.381640,173.147003
TRZ,Tiruchirappalli International Airport,IN,10.762915,78.717741
TSA,Taipei Songshan International Airport,TW,25.067244,121.552822
TSF,Treviso Airport,IT,45.648399,12.194400
TSJ,Tsushima Airport,JP,34.284901,129.330994
TSM,Taos Regional Airport,US,36.452494,-105.677490
TSN,Tianjin Binhai International Airport,CN,39.124401,117.346001
TSR,Timișoara Traian Vuia International Airport,RO,45.809898,21.337900
TSS,East 34th Street Heliport,US,40.742372,-73.972074
TST,Trang Airport,TH,7.508740,99.616600
TSV,Townsville Airport / RAAF Base Townsville,AU,-19.252904,146.766512
TTA,Tan Tan Airport,MA,28.447563,-11.161749
TTE,Sultan Babullah Airport,ID,0.831012,127.381611
TTJ,Tottori Sand Dunes Conan Airport,JP,35.530058,134.165023
TTN,Trenton Mercer Airport,US,40.276699,-74.813499
TTS,Tsaratanana Airport,MG,-16.751064,47.619016
TTT,Taitung Airport,TW,22.754856,121.101794
TTU,Sania Ramel Airport,MA,35.594299,-5.320020
TTW,Tissa Tank Waterdrome,LK,6.287600,81.290600
TUA,Lieutenant Colonel Luis A. Mantilla International Airport,EC,0.809506,-77.708099
TUB,Tubuai Airport,PF,-23.365400,-149.524002
TUC,Teniente Benjamín Matienzo International Airport,AR,-26.837397,-65.104195
TUF,Tours Val de Loire Airport,FR,47.432201,0.727606
TUG,Tuguegarao Airport,PH,17.643368,121.733150
TUI,Turaif Domestic Airport,SA,31.692188,38.731544
TUK,Turbat International Airport,PK,25.984767,63.028856
TUL,Tulsa International Airport,US,36.197084,-95.886225
TUN,Tunis Carthage International Airport,TN,36.851002,10.227200
TUO,Taupo Airport,NZ,-38.739700,176.084000
TUP,Tupelo Regional Airport,US,34.268101,-88.769897
TUR,Tucuruí Airport,BR,-3.786010,-49.720299
TUS,Tucson International Airport,US,32.115004,-110.938053
TUU,Prince Sultan bin Abdulaziz International Airport,SA,28.371100,36.624865
TVC,Cherry Capital Airport,US,44.741402,-85.582199
